Course number,Preferences 
NMSEGH$outside,FO16PIRE,FO16TKZQ,FO15CIMJ,KJ16PNAS,KJ16JRMA,KJ17WXVA,KJ15EWGA,KJ16IODE,KJ16CDXG,KJ15GJSE,KJ15TGKJ,KJ15DTZZ,KJ16XRLH,KJ15AICJ,KJ15WQET
NMKJIA$inside,KJ15AXCE,KJ15PPQI,KJ15YFBZ,KJ15XWXH,KJ15MJFL,KJ15KTPD,KJ15YYLT,KJ16ELAD,KJ15TGRN,KJ15ZFES,KJ16ASJR,KJ15TWSB,KJ15VQWG,KJ15VUMR,KJ15QJYW,KJ15OEPE,KJ16DGAI,KJ15EHER,KJ15GJSE,KJ15LMVB,KJ15ESNN,KJ15TAMW,KJ15DTZZ,KJ15VWLY,KJ15MQPT,KJ16YUNI,KJ15HVIG,KJ15AICJ,KJ16ROZO,KJ16SXFV,KJ15WQET
NMKJIA$outside,FO15LHRT,FO15LWKX,FO15VIJL,FO15RZXZ,FO15BXZX,FO15SMAK,FO15HLBB,UF15UIXU,SF15TFFF,FO15WBCZ,FO15GUTS,FO15XOPN,SF15FDPC,SF15VPRK,XM15SHVL,FO15NJKG,FO15FLMF,FO15VIDV,FO15URUL,FO15SHNH,SF15AKAP,XM15MMPX,FO15NHVL,KJ15AXCE,KJ15PPQI,KJ15YFBZ,KJ15XWXH,KJ15MJFL,KJ15KTPD,KJ15YYLT,KJ16ELAD,KJ15TGRN,KJ15ZFES,KJ16ASJR,KJ15TWSB,KJ15VQWG,KJ15VUMR,KJ15QJYW,KJ15OEPE,KJ16DGAI,KJ15EHER,KJ15GJSE,KJ15LMVB,KJ15ESNN,KJ15TAMW,KJ15DTZZ,KJ15VWLY,KJ15MQPT,KJ16YUNI,KJ15HVIG,KJ15AICJ,KJ16ROZO,KJ16SXFV,KJ15WQET
NMCTCD$inside,KJ15NOFI
NMCTCD$outside,KJ15NOFI
NMHBWI$inside,KJ15HYZX,KJ15LMVB,KJ15DKOB
NMHBWI$outside,KJ15HYZX,KJ15LMVB,KJ15DKOB
NMXRJS$inside,KJ16OXOM,KJ15MJFL,KJ16BZRZ,KJ15NYAL,KJ15VQWG,KJ15LMVB
NMXRJS$outside,KJ16OXOM,KJ15MJFL,KJ16BZRZ,KJ15NYAL,KJ15VQWG,KJ15LMVB
NMYQYH$inside
NMYQYH$outside,FO16PIRE
PGHCKK$inside
PGHCKK$outside
PGMRBA$inside
PGMRBA$outside
PGMRBA$inside
PGMRBA$outside
PGHFIE$inside,VL16JFCY,VL15SPXZ,VL16QARN
PGHFIE$outside,SF15JFGL,SF15FBJS,FO15PWOW,SF15VNII,XM15NXQQ,SF15YWTK,XM15PTVQ,SF15XFUH,SF15MASD,SF15FDPC,XM15IDTI,SF15TFFF,XM15OHDA,SF15AUHI,XM15QTKH,SF15TOSL,SF15VPRK,SF15MXCJ,XM15ATBG,XM15ZPVQ,XM15ANFT,XM15JKSI,XM15NALJ,XM15VJXM,XM15AQTS,XM15MNIF,VL16JFCY,VL16QARN,VL15SPXZ
PGDWUN$inside
PGDWUN$outside,XM17YQEG,XM17IDPT,XM17BLGY,XM15NZGN,XM17XAAS,KJ15DKOB,XM17MHCN,XM17QTUY,XM17AWUL,XM17ISLC,XM17COJP,XM17DWTX,XM17DMMW,XM15UGVL,XM15OHDA,XM15OKAX,XM15FYYQ,XM15NXQQ
PGCYVE$inside,VL17CDXX,VL17SVNC,VL17WTAO,VL17XZRP,VL17PKBF,VL17RKDP,VL17UOZU,VL15HQFC,VL15NNVC,VL17OTSU,VL17KDLN,VL15IVWR
PGCYVE$outside,EI16UEEE,EI16KIVT,LT15QYYR,LT15QVUI,FO16RLFJ,XM15UGVL,LT15CILF,XM15KTKS,XM15ATBG,XM15IDTI,XM15ISYH,XM15VJXM,XM15NZGN,VL17CDXX,VL17XZRP,VL17UOZU,VL17PKBF,VL17SVNC,VL17WTAO,VL17RKDP,VL15HQFC,VL15NNVC,VL17OTSU,VL17KDLN,VL15IVWR
PGJSNK$inside
PGJSNK$outside
PGKWAA$inside,VL15SUQY,VL15IVWR,VL15WQXH,VL15DMGX,VL15TXSW
PGKWAA$outside,DS15GPEE,VL15SUQY,VL15IVWR,VL15WQXH,VL15DMGX,VL15TXSW
PGBJID$inside
PGBJID$outside
PGKQIO$inside
PGKQIO$outside
PGBIPM$inside
PGBIPM$outside
PGOOGV$inside
PGOOGV$outside,EI16UEEE,EI16KIVT,LT16GNJQ
PGOMLJ$inside,VL16DTCZ,VL16JFCY,BJ16GEUE,BJ16TWCK,VL16SNLX,VL16TBOT,VL16RFLH,BJ16VVQY,VL16YBPB,VL16QARN,VL16HHOO,VL16RMTY,VL16HPIZ,VL16YRMG,BJ16BRIY,BJ16LBQH,BJ16AUIE,BJ16WHJG,BJ16WWKQ,BJ16WWYV,VL16HAEE,VL15TXSW,VL16UKLT
PGOMLJ$outside,SF15SBDX,SF15FEJZ,FO16WBSH,DS15XXEQ,DS15BQFO,FO16IWCC,DS15HWEX,DS15FTNZ,VL16DTCZ,VL16JFCY,BJ16GEUE,BJ16TWCK,VL16SNLX,VL16TBOT,VL16RFLH,BJ16VVQY,VL16YBPB,VL16QARN,VL16HHOO,VL16RMTY,VL16HPIZ,VL16YRMG,BJ16BRIY,BJ16LBQH,BJ16AUIE,BJ16WHJG,BJ16WWKQ,BJ16WWYV,VL16HAEE,VL15TXSW,VL16UKLT
PGLSBR$inside,VL16DTCZ,VL16JFCY,VL16QHQM,BJ16GEUE,BJ16TWCK,VL16SNLX,VL16TBOT,VL16RFLH,BJ16VVQY,VL16YBPB,VL16ISTA,VL16HHOO,VL16HRLX,VL16RMTY,VL16HPIZ,VL16YRMG,VL16NSSA,BJ16BRIY,BJ16LBQH,VL16ZBRD,VL16XZPQ,BJ16WHJG,BJ16WWKQ,BJ16QFZJ,BJ16WWYV,VL16HAEE,BJ16VXWD,VL16VNCM,BJ16GYRO,VL15SPXZ,VL16UEIM,VL16METN,VL16UKLT,BJ16VYAP,VL16LZYH
PGLSBR$outside,DS16YXPI,XM15XNWO,XM17RUVQ,SF16CFGB,DS16YGJF,SF16XIZM,FO16EYXM,SF16AOGW,SF16SJRH,SF16KMZJ,SF15KYAX,UF15GSXR,SF15DJKO,DS16BADK,SF15TTPF,KJ17FLHI,DS16EQTV,SF15PYJH,UF15EXMF,UF15RGTE,OZ16ELTJ,DS16XAIC,SC15QPTW,FO16FAFI,FO15QMQH,SC15FEIS,FO16AJQH,FO15ARKZ,SF16FDVB,SC15NZMY,DS16JTRJ,LF15KURV,SC16YMNW,XM15YMSN,SC16SEUG,SF17HLKU,DS16IUMM,DS15JMHC,LT15WXQA,SC16KQEI,UF15CDXM,UF15CKRF,FO16OMSE,LT17IBJP,LF15VQIH,DS16XIRF,KJ15ZFES,DS16HORZ,LF15IXXR,FO16GGWI,DS15OLSF,SC16VDVL,SC16CXXH,DS16SAJS,FO16WFEV,DS16HQZJ,OZ15OVOW,SF16ZCPJ,SF16BFXH,SC16NHRC,SF15TBLG,SF16MUUN,SC15DBEA,DS16TMHD,LF15VSIH,FO16TWNX,FO15URUL,LT15JOFP,DS16EYAM,DS16VFBC,SC16MPQF,LF15APLJ,DS15WSMW,FO15DVKE,LT15ZZKY,LT15SGQV,UF15QTBK,LT15UJOY,SF15JFGL,LT15VMJJ,DS16UZIS,SC16URSJ,SC16SUEJ,SC16JHWQ,FO16YYCA,VL16DTCZ,VL16JFCY,VL16QHQM,BJ16GEUE,BJ16TWCK,VL16SNLX,VL16TBOT,VL16RFLH,BJ16VVQY,VL16YBPB,VL16ISTA,VL16HHOO,VL16HRLX,VL16RMTY,VL16HPIZ,VL16YRMG,VL16NSSA,BJ16BRIY,BJ16LBQH,VL16ZBRD,VL16XZPQ,BJ16WHJG,BJ16WWKQ,BJ16QFZJ,BJ16WWYV,VL16HAEE,BJ16VXWD,VL16VNCM,BJ16GYRO,VL15SPXZ,VL16UEIM,VL16METN,VL16UKLT,BJ16VYAP,VL16LZYH
PGRAQF$inside,VL16QHQM,VL16QARN,VL15JZRL,VL16QWNJ,VL16DTCZ,VL16HAEE
PGRAQF$outside,KJ15TGKJ,FO15DVKE,SC16XDZG,XM15NZGN,DS15FTNZ,XM17MHCN,XM15UGVL,SF15FEJZ,SF17FZUH,SF17VAJA,XM15FYYQ,XM15OHDA,VL16QHQM,VL16QARN,VL15JZRL,VL16QWNJ,VL16DTCZ,VL16HAEE
PGVVNB$inside
PGVVNB$outside
PGXGAO$inside,VL15JZRL,VL15TXSW
PGXGAO$outside,VL15JZRL,VL15TXSW
PGGCLT$inside,BJ16MDCH,VL16CPJW,BJ15VRAB,BJ16WHJG,BJ16YFMZ,BJ16BKAA,BJ16BLSG,BJ16RYXO,BJ16IESQ,BJ16UQEJ,BJ15PZGR,VL16QWNJ,VL16TNAT,BJ16QFZJ,BJ15XLFJ,BJ16GYRO,BJ16OHNV,BJ15UHUB,VL16METN,VL16UEIM,VL16JFCY,BJ16LBQH,VL15OTNH,BJ15RWNG,BJ15ZSST,BJ16WWYV,VL16QARN,VL15YHXT,VL15SUQY,BJ15EVRH
PGGCLT$outside,DS15BQFO,FO15WPDM,UF16QJNL,FO15WKRR,DS15XXEQ,DS15HWEX,FO15WYCR,DS15FTNZ,BJ16IESQ,BJ16YFMZ,BJ16RYXO,BJ16MDCH,BJ16BKAA,BJ16WHJG,BJ15VRAB,BJ15PZGR,BJ16UQEJ,BJ16BLSG,VL16CPJW,VL16TNAT,VL16QWNJ,BJ16GYRO,BJ16OHNV,BJ15XLFJ,BJ16QFZJ,VL16UEIM,BJ15UHUB,VL16METN,BJ15ZSST,VL15OTNH,BJ16LBQH,BJ16WWYV,VL16JFCY,BJ15RWNG,VL16QARN,VL15SUQY,VL15YHXT,BJ15EVRH
PGYQUV$inside,VL15CCZB,VL15FIFG,VL15NOKP,VL15DMGX,VL15BIPK,BJ15FZNI,VL15TEQK,VL15RKZC,VL15JECT,VL15IVWR,VL15FFGZ,VL15UTDJ,VL15BCUB
PGYQUV$outside,VL15CCZB,VL15FIFG,VL15NOKP,VL15DMGX,VL15BIPK,VL15TEQK,BJ15FZNI,VL15RKZC,VL15JECT,VL15IVWR,VL15FFGZ,VL15UTDJ,VL15BCUB
PGFHZR$inside,VL15OTNH,BJ15EYOR,VL15DSSS,VL15BCUB,BJ15EVRH,VL15YHXT,BJ15RWNG,BJ15VRAB,VL15SUQY,VL15UTDJ,VL15NNVC,VL16JFCY,BJ15KJCI
PGFHZR$outside,VL15BCUB,VL15OTNH,VL15YHXT,BJ15VRAB,VL15DSSS,BJ15EVRH,BJ15EYOR,BJ15RWNG,VL15SUQY,VL15UTDJ,VL15NNVC,VL16JFCY,BJ15KJCI
PGKRDZ$inside,VL15BCUB,BJ15RWNG,BJ15YNOK,BJ16TWCK,VL15DSSS,BJ15EVRH,VL15FFGZ,VL15TEQK,BJ16VVQY,BJ15CLYS,BJ15PZGR,VL15SUQY,VL15BIPK,BJ15XLFJ,BJ15LSSC,VL15HQFC,VL15DMGX,VL16JFCY,VL15TXSW,BJ15KJCI
PGKRDZ$outside,VL15BCUB,BJ15RWNG,BJ15YNOK,BJ16TWCK,VL15DSSS,BJ15EVRH,VL15FFGZ,VL15TEQK,BJ16VVQY,VL15SUQY,BJ15CLYS,BJ15PZGR,VL15BIPK,BJ15XLFJ,VL15HQFC,BJ15LSSC,VL15DMGX,VL16JFCY,VL15TXSW,BJ15KJCI
PGJPWM$inside,VL16JFCY
PGJPWM$outside,VL16JFCY
PGKTQX$inside,VL15NNVC,VL15OTNH,BJ15YNOK,BJ15UHUB
PGKTQX$outside,VL15OTNH,VL15NNVC,BJ15YNOK,BJ15UHUB
PGBNKH$inside,BJ15CODK,VL16HRLX,VL16UKLT,VL16SNLX,VL16YBPB,VL16YRMG,VL15OTNH,VL16UEIM,VL16METN
PGBNKH$outside,UF15XUVZ,VL16HRLX,BJ15CODK,VL16UKLT,VL16SNLX,VL16YBPB,VL16YRMG,VL15OTNH,VL16UEIM,VL16METN
PGEIVW$inside,BJ15CXKG,VL15YHXT,VL15NNVC,VL15NOKP,VL15JZRL,VL15FFGZ
PGEIVW$outside,BJ15CXKG,VL15NOKP,VL15YHXT,VL15NNVC,VL15JZRL,VL15FFGZ
PGCEOB$inside,BJ15XLFJ,VL15TXSW
PGCEOB$outside,BJ15XLFJ,VL15TXSW
PGCFGV$inside,VL15FIFG,VL15BCUB
PGCFGV$outside,VL15FIFG,VL15BCUB
PGUGOU$inside,VL16HRLX,VL15JZRL,VL16JFCY
PGUGOU$outside,DS15RYUH,VL16HRLX,VL15JZRL,VL16JFCY
PGZEYI$inside,VL15BCUB
PGZEYI$outside,VL15BCUB
PGRZSJ$inside,VL15TXSW,BJ15EYOR,BJ15XLFJ,BJ15MJMA,BJ15CXKG,VL15YHXT,VL15JZRL
PGRZSJ$outside,BJ15EYOR,BJ15MJMA,VL15TXSW,BJ15XLFJ,BJ15CXKG,VL15YHXT,VL15JZRL
PGBJRE$inside,VL15IMPC,BJ15UHUB,VL15FIFG,VL15NOKP,BJ15CODK,BJ15GLOG,VL15CCZB,VL15IVWR,VL15RKZC,VL15FFGZ,VL15DMGX,BJ15VRAB,BJ16VXWD,BJ15EVRH,BJ15VCTJ,BJ15ZSST,BJ15PZGR,VL15HQFC
PGBJRE$outside,FO15SNEQ,FO16AWNM,SF15NPJM,KJ15TGKJ,FO16WFEV,XM15HXEX,SF17PDTM,SF17OBWW,UF15SBWC,SF17TLYR,SF16MIJS,SC15WORJ,SF16JSTH,OZ15TRLM,SF15ULQP,SF15PKXW,FO16IBDB,XM17SZBZ,SF15GCIZ,SF16CFGB,SF15KLPI,XM15XNWO,SF16EDWR,FO15VYZU,SF16NGOV,SF16COVU,FO16FAFI,SF16UWNA,SF16YNJJ,XM15FVJV,SF15SMUW,SF16JJSM,SF16IRQI,XM15SIUI,SF16BNVY,XM15VJXM,SF16SXZA,SF15PTMX,XM15ZSHA,XM17KYTN,SF15PORA,SF15NVNQ,SF15GFJB,XM15IDTI,XM15XJVJ,XM15KTKS,XM15FYYQ,XM15ZPVQ,XM15NZGN,XM15UGVL,VL15IMPC,BJ15UHUB,VL15CCZB,BJ15GLOG,BJ15CODK,VL15NOKP,VL15FIFG,VL15IVWR,VL15DMGX,VL15RKZC,VL15FFGZ,BJ16VXWD,BJ15EVRH,BJ15VRAB,BJ15VCTJ,BJ15ZSST,BJ15PZGR,VL15HQFC
PGWGFF$inside,VL15SPXZ,VL15HQFC,BJ15GLOG,VL15CUKP,VL15FFGZ,VL15NOKP,VL15BCUB,VL15DMGX,BJ15RWNG,VL15TEQK
PGWGFF$outside,VL15SPXZ,VL15HQFC,BJ15GLOG,VL15CUKP,VL15FFGZ,VL15NOKP,VL15BCUB,BJ15RWNG,VL15DMGX,VL15TEQK
PGHMYM$inside
PGHMYM$outside,BJ16BRIY,BJ15YNOK,VL15SUQY
HXBUNJ$inside,DS15XATG,DS15RFLV,DS15RWTY
HXBUNJ$outside,DS15XATG,DS15RFLV,DS15RWTY
LFRDXJ$inside
LFRDXJ$outside,KJ15ZXPJ,FO15EXOU,FO15ACQL
LFDTAI$inside
LFDTAI$outside,XM15ZPPC
LFBMNG$inside
LFBMNG$outside,BJ15QFWC,BJ15CLYS,SF15WWOE,XM15LWXU
LFBLGN$inside
LFBLGN$outside,XM15BPRS,XM15ZPPC,XM15JKSI,XM15LWIU,XM15SCXT,XM15NALJ,XM15UFRA
LFLNNL$inside
LFLNNL$outside
LFACOO$inside
LFACOO$outside,FO16BCPK
LFOFFD$inside
LFOFFD$outside
LFMVAT$inside
LFMVAT$outside
LFTVQD$inside,LF16NXWF,LF15DSGL,LF16CVSU,LF16JTMY,LF16FBWR,LF16QBAJ,LF16CYMN,LF16YYWH,LF16SLJR,LF16SEAH,LF16MWGX,LF16ZABV,LF16BWUH,LF16QAUR,LF16DXXC,LF16UAAW,LF16OSNV,LF16XFMK,LF16CTYK,LF15HFYG,LF16UXMJ,LF16HSAN,LF15NYGZ,LF15XRER
LFTVQD$outside,LF16UAAW,LF16ZABV,LF16YYWH,LF16NXWF,LF16SLJR,LF15DSGL,LF16CVSU,LF16XFMK,LF16QAUR,LF16CYMN,LF16MWGX,LF16QBAJ,LF16BWUH,LF16DXXC,LF16FBWR,LF16OSNV,LF16JTMY,LF16SEAH,LF16CTYK,LF15HFYG,LF16UXMJ,LF16HSAN,LF15NYGZ,LF15XRER
LFORDZ$inside,LF15NQEZ,LF15HFYG,LF15HPQA,LF15ZXQA,LF15FEVD,LF15KQAI,LF15HZII,LF15YGVK,LF15VRVV,LF15PSSQ
LFORDZ$outside,LF15HFYG,LF15NQEZ,LF15HPQA,LF15FEVD,LF15ZXQA,LF15KQAI,LF15HZII,LF15YGVK,LF15VRVV,LF15PSSQ
LFXLAW$inside
LFXLAW$outside,FO16BCPK
LFXXYW$inside,LF15XUNR,LF15EFRH
LFXXYW$outside,LF15XUNR,LF15EFRH
LFUBQV$inside
LFUBQV$outside
LFGYHL$inside,LF15DFXI,LF15EFRH,LF15NYGZ,LF16XMBT,LF16SHNM,LF15TXIQ,LF15QUMO,LF15PVTT,LF16XEHY,LF15VRVV,LF15JHHM,LF15VBAI,LF15WVVU,LF15IDYY,LF15FHEB,LF15NQEZ,LF15LGXI,LF15MGNQ,LF15YCGL,LF15BLZD,LF15LFOA,LF15FAEB,LF15BQSH,LF15XQDF,LF15KUNC,LF15NLPO,LF15XRER,LF15HMBD,LF15TTJX,LF15XWPP,LF15PCDW,LF15PXGV,LF15KZJO,LF15YLJJ
LFGYHL$outside,UF15UNCA,LF15EFRH,LF16XMBT,LF15TXIQ,LF15DFXI,LF15QUMO,LF15NYGZ,LF16SHNM,LF15JHHM,LF15VRVV,LF16XEHY,LF15PVTT,LF15WVVU,LF15VBAI,LF15FHEB,LF15NQEZ,LF15IDYY,LF15MGNQ,LF15YCGL,LF15LGXI,LF15LFOA,LF15BLZD,LF15BQSH,LF15FAEB,LF15XQDF,LF15XRER,LF15KUNC,LF15NLPO,LF15HMBD,LF15TTJX,LF15XWPP,LF15PCDW,LF15KZJO,LF15PXGV,LF15YLJJ
LFPMFX$inside,LF15MDKY,LF15PKTP,LF15NMGK,LF15GROY,LF15BJXB,LF15RMZI,LF15IDYY,LF15IXXR,LF15VBAI
LFPMFX$outside,LF15MDKY,LF15PKTP,LF15NMGK,LF15BJXB,LF15GROY,LF15RMZI,LF15IDYY,LF15IXXR,LF15VBAI
LFDMJU$inside,LF15BMZS,LF15HMBD,LF15JHHM,LF15PVTT,LF15XQDF,LF15JRAZ,LF15NLPO,LF15XWPP,LF15VBAI,LF15PCDW,LF16OJTI,LF15YCGL,LF15KUNC,LF15WVVU,LF15TTJX,LF15IDYY,LF15XRER,LF15PWIT,LF15WKQG,LF15IXXR
LFDMJU$outside,LF15HMBD,LF15JHHM,LF15BMZS,LF15PVTT,LF15JRAZ,LF15XQDF,LF15NLPO,LF15XWPP,LF15VBAI,LF15PCDW,LF16OJTI,LF15KUNC,LF15YCGL,LF15TTJX,LF15WVVU,LF15IDYY,LF15XRER,LF15PWIT,LF15WKQG,LF15IXXR
LFBTLY$inside,LF16JEPQ,LF15YXXY,LF15FAEB,LF15NATV
LFBTLY$outside,LF15YXXY,LF16JEPQ,LF15FAEB,LF15NATV
