RollNo,CourseNo,ColorGroup,Type,SortOrder
BJ15CXKG,PGVVNB,NULL,CORE,NULL
BJ15CXKG,PGYQUV,NULL,CORE,NULL
BJ15CXKG,PGEIVW,3,ELEC,3
BJ15CXKG,PGRZSJ,4,ELEC,4
BJ15CXKG,UFCYEE,1,ELEC,1
BJ15UHUB,PGHFIE,NULL,CORE,NULL
BJ15UHUB,PGCYVE,NULL,CORE,NULL
BJ15UHUB,PGRAQF,NULL,CORE,NULL
BJ15UHUB,PGVVNB,NULL,CORE,NULL
BJ15UHUB,PGGCLT,0,ELEC,3
BJ15UHUB,PGYQUV,NULL,CORE,NULL
BJ15UHUB,PGKTQX,0,ELEC,4
BJ15UHUB,PGBJRE,1,ELEC,2
BJ15UHUB,TJTDRY,1,ELEC,1
BJ16GEUE,PGKWAA,NULL,CORE,NULL
BJ16GEUE,PGOOGV,NULL,CORE,NULL
BJ16GEUE,PGOMLJ,1,ELEC,1
BJ16GEUE,PGLSBR,2,ELEC,2
BJ16GEUE,PGRAQF,NULL,CORE,NULL
BJ16MDCH,PGKWAA,NULL,CORE,NULL
BJ16MDCH,PGOOGV,NULL,CORE,NULL
BJ16MDCH,PGRAQF,NULL,CORE,NULL
BJ16MDCH,PGGCLT,0,ELEC,1
BJ16MDCH,UFCYEE,0,ELEC,3
BJ16MDCH,TJPYYJ,0,ELEC,2
BJ16QXSU,PGKWAA,NULL,CORE,NULL
BJ16QXSU,PGOOGV,NULL,CORE,NULL
BJ16QXSU,PGRAQF,NULL,CORE,NULL
BJ16QXSU,UVGNER,NULL,BACKLOG,NULL
BJ16QXSU,DDYQNY,NULL,BACKLOG,NULL
BJ16QXSU,EILQSV,NULL,BACKLOG,NULL
BJ16TWCK,PGKWAA,NULL,CORE,NULL
BJ16TWCK,PGOOGV,NULL,CORE,NULL
BJ16TWCK,PGOMLJ,0,ELEC,2
BJ16TWCK,PGLSBR,0,ELEC,3
BJ16TWCK,PGRAQF,NULL,CORE,NULL
BJ16TWCK,PGKRDZ,0,ELEC,1
BJ16RYXO,PGKWAA,NULL,CORE,NULL
BJ16RYXO,PGOOGV,NULL,CORE,NULL
BJ16RYXO,PGRAQF,NULL,CORE,NULL
BJ16RYXO,PGGCLT,0,ELEC,1
BJ16RYXO,UFCYEE,0,ELEC,3
BJ16RYXO,TJPYYJ,0,ELEC,2
BJ16VVQY,PGKWAA,NULL,CORE,NULL
BJ16VVQY,PGOOGV,NULL,CORE,NULL
BJ16VVQY,PGOMLJ,5,ELEC,1
BJ16VVQY,PGLSBR,1,ELEC,3
BJ16VVQY,PGRAQF,NULL,CORE,NULL
BJ16VVQY,PGKRDZ,2,ELEC,2
BJ16GYRO,PGKWAA,NULL,CORE,NULL
BJ16GYRO,PGOOGV,NULL,CORE,NULL
BJ16GYRO,PGLSBR,0,ELEC,1
BJ16GYRO,PGRAQF,NULL,CORE,NULL
BJ16GYRO,PGGCLT,0,ELEC,2
BJ16GYRO,SFQBNI,0,ELEC,3
BJ16VYAP,PGCYVE,NULL,BACKLOG,NULL
BJ16VYAP,PGKWAA,NULL,CORE,NULL
BJ16VYAP,PGLSBR,0,ELEC,2
BJ16VYAP,PGRAQF,NULL,CORE,NULL
BJ16VYAP,QQELSA,0,ELEC,1
BJ16VYAP,EIQDLC,NULL,BACKLOG,NULL
BJ16QFZJ,PGKWAA,NULL,CORE,NULL
BJ16QFZJ,PGOOGV,NULL,CORE,NULL
BJ16QFZJ,PGLSBR,0,ELEC,1
BJ16QFZJ,PGRAQF,NULL,CORE,NULL
BJ16QFZJ,PGGCLT,0,ELEC,2
BJ16QFZJ,SFQBNI,0,ELEC,3
BJ16BRIY,PGKWAA,NULL,CORE,NULL
BJ16BRIY,PGOOGV,NULL,CORE,NULL
BJ16BRIY,PGOMLJ,0,ELEC,4
BJ16BRIY,PGLSBR,0,ELEC,1
BJ16BRIY,PGRAQF,NULL,CORE,NULL
BJ16BRIY,PGHMYM,0,ELEC,2
BJ16BRIY,UFCYEE,0,ELEC,6
BJ16BRIY,QQELSA,0,ELEC,5
BJ16BRIY,QQIBYU,0,ELEC,3
BJ16WWKQ,PGKWAA,NULL,CORE,NULL
BJ16WWKQ,PGOOGV,NULL,CORE,NULL
BJ16WWKQ,PGOMLJ,1,ELEC,1
BJ16WWKQ,PGLSBR,2,ELEC,2
BJ16WWKQ,PGRAQF,NULL,CORE,NULL
BJ16WWKQ,QQELSA,3,ELEC,3
BJ16UQEJ,PGKWAA,NULL,CORE,NULL
BJ16UQEJ,PGOOGV,NULL,CORE,NULL
BJ16UQEJ,PGRAQF,NULL,CORE,NULL
BJ16UQEJ,PGGCLT,0,ELEC,1
BJ16UQEJ,UFCYEE,0,ELEC,2
BJ16UQEJ,TJPYYJ,0,ELEC,3
BJ16WWYV,PGKWAA,NULL,CORE,NULL
BJ16WWYV,PGOOGV,NULL,CORE,NULL
BJ16WWYV,PGOMLJ,2,ELEC,2
BJ16WWYV,PGLSBR,1,ELEC,1
BJ16WWYV,PGRAQF,NULL,CORE,NULL
BJ16WWYV,PGGCLT,2,ELEC,3
BJ16WWYV,TJNLID,5,ELEC,4
BJ16WHJG,PGKWAA,NULL,CORE,NULL
BJ16WHJG,PGOOGV,NULL,CORE,NULL
BJ16WHJG,PGOMLJ,1,ELEC,2
BJ16WHJG,PGLSBR,2,ELEC,3
BJ16WHJG,PGRAQF,NULL,CORE,NULL
BJ16WHJG,PGGCLT,1,ELEC,1
BJ16WHJG,DSSPCL,3,ELEC,7
BJ16WHJG,QQELSA,3,ELEC,4
BJ16WHJG,DDPTBQ,3,ELEC,5
BJ16WHJG,DDUUCC,3,ELEC,6
BJ16RUFH,PGKWAA,NULL,CORE,NULL
BJ16RUFH,PGOOGV,NULL,CORE,NULL
BJ16RUFH,PGRAQF,NULL,CORE,NULL
BJ16RUFH,XMAUVI,1,ELEC,1
BJ16RUFH,TJGDMF,4,ELEC,3
BJ16BLSG,PGKWAA,NULL,CORE,NULL
BJ16BLSG,PGOOGV,NULL,CORE,NULL
BJ16BLSG,PGRAQF,NULL,CORE,NULL
BJ16BLSG,PGGCLT,0,ELEC,1
BJ16BLSG,QQELSA,0,ELEC,2
BJ16BLSG,TJTDRY,0,ELEC,3
BJ16YFMZ,PGKWAA,NULL,CORE,NULL
BJ16YFMZ,PGOOGV,NULL,CORE,NULL
BJ16YFMZ,PGRAQF,NULL,CORE,NULL
BJ16YFMZ,PGGCLT,0,ELEC,1
BJ16YFMZ,SFAGUB,0,ELEC,4
BJ16YFMZ,QQELSA,0,ELEC,3
BJ16YFMZ,MUFQPM,0,ELEC,5
BJ16YFMZ,TJPYYJ,0,ELEC,2
BJ16BKAA,PGKWAA,NULL,CORE,NULL
BJ16BKAA,PGOOGV,NULL,CORE,NULL
BJ16BKAA,PGRAQF,NULL,CORE,NULL
BJ16BKAA,PGGCLT,0,ELEC,1
BJ16BKAA,UFCYEE,0,ELEC,3
BJ16BKAA,TJGDMF,0,ELEC,2
BJ16OHNV,PGKWAA,NULL,CORE,NULL
BJ16OHNV,PGOOGV,NULL,CORE,NULL
BJ16OHNV,PGRAQF,NULL,CORE,NULL
BJ16OHNV,PGGCLT,0,ELEC,3
BJ16OHNV,QQELSA,0,ELEC,1
BJ16OHNV,TJTDRY,0,ELEC,2
BJ16IESQ,PGKWAA,NULL,CORE,NULL
BJ16IESQ,PGOOGV,NULL,CORE,NULL
BJ16IESQ,PGRAQF,NULL,CORE,NULL
BJ16IESQ,PGGCLT,0,ELEC,1
BJ16IESQ,UVGNER,NULL,BACKLOG,NULL
BJ16IESQ,QQELSA,0,ELEC,3
BJ16IESQ,DDEFUC,0,ELEC,2
BJ16VXWD,PGKWAA,NULL,CORE,NULL
BJ16VXWD,PGOOGV,NULL,CORE,NULL
BJ16VXWD,PGLSBR,1,ELEC,1
BJ16VXWD,PGRAQF,NULL,CORE,NULL
BJ16VXWD,PGBJRE,1,ELEC,4
BJ16VXWD,OZVQHD,5,ELEC,2
BJ16VXWD,QQFCSM,NULL,BACKLOG,NULL
BJ16VXWD,QQELSA,4,ELEC,3
BJ16LBQH,PGKWAA,NULL,CORE,NULL
BJ16LBQH,PGOOGV,NULL,CORE,NULL
BJ16LBQH,PGOMLJ,1,ELEC,2
BJ16LBQH,PGLSBR,4,ELEC,1
BJ16LBQH,PGRAQF,NULL,CORE,NULL
BJ16LBQH,PGGCLT,1,ELEC,3
BJ16LBQH,OZVQHD,2,ELEC,4
BJ16AUIE,PGKWAA,NULL,CORE,NULL
BJ16AUIE,PGOOGV,NULL,CORE,NULL
BJ16AUIE,PGOMLJ,0,ELEC,1
BJ16AUIE,PGRAQF,NULL,CORE,NULL
BJ16AUIE,OZVQHD,0,ELEC,3
BJ16AUIE,QQELSA,0,ELEC,2
BJ17KBRI,PGHFIE,NULL,CORE,NULL
BJ17KBRI,PGDWUN,NULL,CORE,NULL
BJ17KBRI,PGCYVE,NULL,CORE,NULL
BJ17KBRI,PGJSNK,NULL,CORE,NULL
BJ17KBRI,PGKQIO,NULL,CORE,NULL
BJ17KBRI,DNMIGT,1,ELEC,5
BJ17KBRI,DNDIKQ,1,ELEC,4
BJ17KBRI,DNITCO,1,ELEC,7
BJ17KBRI,DNMHEO,1,ELEC,8
BJ17KBRI,DNPUEO,1,ELEC,9
BJ17KBRI,DNUBYC,1,ELEC,6
BJ17KBRI,DNVUSE,1,ELEC,2
BJ17KBRI,DNOENI,10,ELEC,50
BJ17KBRI,DNKCVN,1,ELEC,1
BJ17PNWN,PGHFIE,NULL,CORE,NULL
BJ17PNWN,PGDWUN,NULL,CORE,NULL
BJ17PNWN,PGCYVE,NULL,CORE,NULL
BJ17PNWN,PGJSNK,NULL,CORE,NULL
BJ17PNWN,PGKQIO,NULL,CORE,NULL
BJ17PNWN,DNITCO,0,ELEC,1
BJ17PNWN,DNMHEO,0,ELEC,7
BJ17PNWN,DNPUEO,0,ELEC,8
BJ17PNWN,DNRPKM,0,ELEC,2
BJ17PNWN,DNUBYC,0,ELEC,5
BJ17PNWN,DNOENI,10,ELEC,50
BJ17PNWN,DNJNPL,0,ELEC,6
BJ17PNWN,DNKCVN,0,ELEC,4
BJ17WLQT,PGHFIE,NULL,CORE,NULL
BJ17WLQT,PGDWUN,NULL,CORE,NULL
BJ17WLQT,PGCYVE,NULL,CORE,NULL
BJ17WLQT,PGJSNK,NULL,CORE,NULL
BJ17WLQT,PGKQIO,NULL,CORE,NULL
BJ17WLQT,DNMIGT,1,ELEC,5
BJ17WLQT,DNDIKQ,1,ELEC,4
BJ17WLQT,DNITCO,1,ELEC,1
BJ17WLQT,DNMHEO,1,ELEC,2
BJ17WLQT,DNPUEO,1,ELEC,3
BJ17WLQT,DNRPKM,1,ELEC,8
BJ17WLQT,DNUBYC,1,ELEC,10
BJ17WLQT,DNVUSE,1,ELEC,6
BJ17WLQT,DNOENI,10,ELEC,50
BJ17WLQT,DNJNPL,1,ELEC,11
BJ17WLQT,DNKCVN,1,ELEC,9
BJ17UVEF,PGHFIE,NULL,CORE,NULL
BJ17UVEF,PGDWUN,NULL,CORE,NULL
BJ17UVEF,PGCYVE,NULL,CORE,NULL
BJ17UVEF,PGJSNK,NULL,CORE,NULL
BJ17UVEF,PGKQIO,NULL,CORE,NULL
BJ17UVEF,DNITCO,1,ELEC,2
BJ17UVEF,DNMHEO,1,ELEC,1
BJ17UVEF,DNPUEO,1,ELEC,3
BJ17UVEF,DNRPKM,1,ELEC,7
BJ17UVEF,DNUBYC,1,ELEC,6
BJ17UVEF,DNVUSE,1,ELEC,4
BJ17UVEF,DNOENI,10,ELEC,50
BJ17UVEF,DNJNPL,1,ELEC,8
BJ17QGDE,PGHFIE,NULL,CORE,NULL
BJ17QGDE,PGDWUN,NULL,CORE,NULL
BJ17QGDE,PGCYVE,NULL,CORE,NULL
BJ17QGDE,PGJSNK,NULL,CORE,NULL
BJ17QGDE,PGKQIO,NULL,CORE,NULL
BJ17QGDE,DNITCO,0,ELEC,2
BJ17QGDE,DNMHEO,0,ELEC,1
BJ17QGDE,DNPUEO,0,ELEC,3
BJ17TNWD,PGHFIE,NULL,CORE,NULL
BJ17TNWD,PGDWUN,NULL,CORE,NULL
BJ17TNWD,PGCYVE,NULL,CORE,NULL
BJ17TNWD,PGJSNK,NULL,CORE,NULL
BJ17TNWD,PGKQIO,NULL,CORE,NULL
BJ17TNWD,DNMIGT,0,ELEC,4
BJ17TNWD,DNDIKQ,0,ELEC,5
BJ17TNWD,DNITCO,0,ELEC,3
BJ17TNWD,DNMHEO,0,ELEC,2
BJ17TNWD,DNPUEO,0,ELEC,1
BJ17TNWD,DNRPKM,0,ELEC,7
BJ17TNWD,DNKCVN,0,ELEC,6
BJ17YJAD,PGHFIE,NULL,CORE,NULL
BJ17YJAD,PGDWUN,NULL,CORE,NULL
BJ17YJAD,PGCYVE,NULL,CORE,NULL
BJ17YJAD,PGJSNK,NULL,CORE,NULL
BJ17YJAD,PGKQIO,NULL,CORE,NULL
BJ17YJAD,DNMIGT,1,ELEC,1
BJ17YJAD,DNDIKQ,1,ELEC,2
BJ17YJAD,DNITCO,1,ELEC,4
BJ17YJAD,DNMHEO,1,ELEC,3
BJ17YJAD,DNPUEO,1,ELEC,5
BJ17YJAD,DNUBYC,1,ELEC,9
BJ17YJAD,DNVUSE,1,ELEC,8
BJ17YJAD,DNJNPL,1,ELEC,6
BJ17YJAD,DNKCVN,1,ELEC,7
BJ17JOEN,PGHFIE,NULL,CORE,NULL
BJ17JOEN,PGDWUN,NULL,CORE,NULL
BJ17JOEN,PGCYVE,NULL,CORE,NULL
BJ17JOEN,PGJSNK,NULL,CORE,NULL
BJ17JOEN,PGKQIO,NULL,CORE,NULL
BJ17JOEN,DNMIGT,0,ELEC,3
BJ17JOEN,DNMHEO,0,ELEC,4
BJ17JOEN,DNVUSE,0,ELEC,2
BJ17JOEN,DNKCVN,0,ELEC,1
BJ17WCHB,PGHFIE,NULL,CORE,NULL
BJ17WCHB,PGDWUN,NULL,CORE,NULL
BJ17WCHB,PGCYVE,NULL,CORE,NULL
BJ17WCHB,PGJSNK,NULL,CORE,NULL
BJ17WCHB,PGKQIO,NULL,CORE,NULL
BJ17WCHB,DNMIGT,1,ELEC,5
BJ17WCHB,DNDIKQ,1,ELEC,4
BJ17WCHB,DNITCO,1,ELEC,3
BJ17WCHB,DNMHEO,1,ELEC,1
BJ17WCHB,DNPUEO,1,ELEC,2
BJ17WCHB,DNRPKM,1,ELEC,10
BJ17WCHB,DNUBYC,1,ELEC,6
BJ17WCHB,DNVUSE,1,ELEC,7
BJ17WCHB,DNOENI,10,ELEC,50
BJ17WCHB,DNJNPL,1,ELEC,8
BJ17WCHB,DNKCVN,1,ELEC,11
BJ17UKWL,PGHFIE,NULL,CORE,NULL
BJ17UKWL,PGDWUN,NULL,CORE,NULL
BJ17UKWL,PGCYVE,NULL,CORE,NULL
BJ17UKWL,PGJSNK,NULL,CORE,NULL
BJ17UKWL,PGKQIO,NULL,CORE,NULL
BJ17UKWL,DNITCO,1,ELEC,1
BJ17UKWL,DNMHEO,1,ELEC,2
BJ17UKWL,DNPUEO,1,ELEC,3
BJ17IJDU,PGHFIE,NULL,CORE,NULL
BJ17IJDU,PGDWUN,NULL,CORE,NULL
BJ17IJDU,PGCYVE,NULL,CORE,NULL
BJ17IJDU,PGJSNK,NULL,CORE,NULL
BJ17IJDU,PGKQIO,NULL,CORE,NULL
BJ17IJDU,DNMIGT,0,ELEC,4
BJ17IJDU,DNITCO,0,ELEC,2
BJ17IJDU,DNMHEO,0,ELEC,3
BJ17IJDU,DNPUEO,0,ELEC,1
BJ17IJDU,DNUBYC,0,ELEC,5
BJ17IJDU,DNKCVN,0,ELEC,6
BJ17CMYR,PGHFIE,NULL,CORE,NULL
BJ17CMYR,PGDWUN,NULL,CORE,NULL
BJ17CMYR,PGCYVE,NULL,CORE,NULL
BJ17CMYR,PGJSNK,NULL,CORE,NULL
BJ17CMYR,PGKQIO,NULL,CORE,NULL
BJ17CMYR,DNMIGT,0,ELEC,1
BJ17CMYR,DNDIKQ,0,ELEC,2
BJ17CMYR,DNITCO,0,ELEC,3
BJ17CMYR,DNMHEO,0,ELEC,4
BJ17CMYR,DNPUEO,0,ELEC,5
BJ17CMYR,DNRPKM,0,ELEC,10
BJ17CMYR,DNUBYC,0,ELEC,9
BJ17CMYR,DNVUSE,0,ELEC,8
BJ17CMYR,DNJNPL,0,ELEC,7
BJ17CMYR,DNKCVN,0,ELEC,6
BJ17BUHV,PGHFIE,NULL,CORE,NULL
BJ17BUHV,PGDWUN,NULL,CORE,NULL
BJ17BUHV,PGCYVE,NULL,CORE,NULL
BJ17BUHV,PGJSNK,NULL,CORE,NULL
BJ17BUHV,PGKQIO,NULL,CORE,NULL
BJ17BUHV,DNITCO,0,ELEC,1
BJ17BUHV,DNMHEO,0,ELEC,2
BJ17BUHV,DNPUEO,0,ELEC,3
BJ17BUHV,DNUBYC,0,ELEC,5
BJ17BUHV,DNVUSE,0,ELEC,4
BJ17PDAI,PGHFIE,NULL,CORE,NULL
BJ17PDAI,PGDWUN,NULL,CORE,NULL
BJ17PDAI,PGCYVE,NULL,CORE,NULL
BJ17PDAI,PGJSNK,NULL,CORE,NULL
BJ17PDAI,PGKQIO,NULL,CORE,NULL
BJ17PDAI,DNMIGT,0,ELEC,5
BJ17PDAI,DNDIKQ,0,ELEC,4
BJ17PDAI,DNITCO,0,ELEC,3
BJ17PDAI,DNMHEO,0,ELEC,2
BJ17PDAI,DNPUEO,0,ELEC,1
BJ17PDAI,DNJNPL,0,ELEC,6
BJ17PDAI,DNKCVN,0,ELEC,7
BJ17WFFD,PGHFIE,NULL,CORE,NULL
BJ17WFFD,PGDWUN,NULL,CORE,NULL
BJ17WFFD,PGCYVE,NULL,CORE,NULL
BJ17WFFD,PGJSNK,NULL,CORE,NULL
BJ17WFFD,PGKQIO,NULL,CORE,NULL
BJ17WFFD,DNMIGT,0,ELEC,4
BJ17WFFD,DNDIKQ,0,ELEC,5
BJ17WFFD,DNITCO,0,ELEC,2
BJ17WFFD,DNMHEO,0,ELEC,3
BJ17WFFD,DNPUEO,0,ELEC,1
BJ17XAPN,PGHFIE,NULL,CORE,NULL
BJ17XAPN,PGDWUN,NULL,CORE,NULL
BJ17XAPN,PGCYVE,NULL,CORE,NULL
BJ17XAPN,PGJSNK,NULL,CORE,NULL
BJ17XAPN,PGKQIO,NULL,CORE,NULL
BJ17XAPN,DNITCO,0,ELEC,3
BJ17XAPN,DNMHEO,0,ELEC,2
BJ17XAPN,DNPUEO,0,ELEC,1
BJ17XAPN,DNRPKM,0,ELEC,4
BJ17XAPN,DNUBYC,0,ELEC,5
BJ17FWPW,PGHFIE,NULL,CORE,NULL
BJ17FWPW,PGDWUN,NULL,CORE,NULL
BJ17FWPW,PGCYVE,NULL,CORE,NULL
BJ17FWPW,PGJSNK,NULL,CORE,NULL
BJ17FWPW,PGKQIO,NULL,CORE,NULL
BJ17FWPW,DNMIGT,0,ELEC,2
BJ17FWPW,DNDIKQ,0,ELEC,3
BJ17FWPW,DNKCVN,0,ELEC,1
BJ17VPVN,PGHFIE,NULL,CORE,NULL
BJ17VPVN,PGDWUN,NULL,CORE,NULL
BJ17VPVN,PGCYVE,NULL,CORE,NULL
BJ17VPVN,PGJSNK,NULL,CORE,NULL
BJ17VPVN,PGKQIO,NULL,CORE,NULL
BJ17VPVN,DNITCO,0,ELEC,1
BJ17VPVN,DNMHEO,0,ELEC,2
BJ17VPVN,DNPUEO,0,ELEC,3
BJ17VPVN,DNRPKM,0,ELEC,5
BJ17VPVN,DNUBYC,0,ELEC,4
BJ17OODE,PGHFIE,NULL,CORE,NULL
BJ17OODE,PGDWUN,NULL,CORE,NULL
BJ17OODE,PGCYVE,NULL,CORE,NULL
BJ17OODE,PGJSNK,NULL,CORE,NULL
BJ17OODE,PGKQIO,NULL,CORE,NULL
BJ17OODE,DNMIGT,0,ELEC,5
BJ17OODE,DNDIKQ,0,ELEC,4
BJ17OODE,DNITCO,0,ELEC,3
BJ17OODE,DNMHEO,0,ELEC,2
BJ17OODE,DNPUEO,0,ELEC,1
BJ17OODE,DNRPKM,0,ELEC,6
BJ17OODE,DNKCVN,0,ELEC,7
BJ17CROX,PGHFIE,NULL,CORE,NULL
BJ17CROX,PGDWUN,NULL,CORE,NULL
BJ17CROX,PGCYVE,NULL,CORE,NULL
BJ17CROX,PGJSNK,NULL,CORE,NULL
BJ17CROX,PGKQIO,NULL,CORE,NULL
BJ17CROX,DNITCO,1,ELEC,1
BJ17CROX,DNMHEO,1,ELEC,2
BJ17CROX,DNPUEO,1,ELEC,3
BJ17CROX,DNRPKM,1,ELEC,4
BJ17CROX,DNUBYC,1,ELEC,7
BJ17CROX,DNVUSE,1,ELEC,6
BJ17CROX,DNKCVN,1,ELEC,5
BJ17QEAS,PGHFIE,NULL,CORE,NULL
BJ17QEAS,PGDWUN,NULL,CORE,NULL
BJ17QEAS,PGCYVE,NULL,CORE,NULL
BJ17QEAS,PGJSNK,NULL,CORE,NULL
BJ17QEAS,PGKQIO,NULL,CORE,NULL
BJ17QEAS,DNMIGT,0,ELEC,4
BJ17QEAS,DNDIKQ,0,ELEC,5
BJ17QEAS,DNITCO,0,ELEC,8
BJ17QEAS,DNMHEO,0,ELEC,7
BJ17QEAS,DNPUEO,0,ELEC,6
BJ17QEAS,DNRPKM,0,ELEC,3
BJ17QEAS,DNUBYC,0,ELEC,1
BJ17QEAS,DNKCVN,0,ELEC,2
BJ17MWAV,PGHFIE,NULL,CORE,NULL
BJ17MWAV,PGDWUN,NULL,CORE,NULL
BJ17MWAV,PGCYVE,NULL,CORE,NULL
BJ17MWAV,PGJSNK,NULL,CORE,NULL
BJ17MWAV,PGKQIO,NULL,CORE,NULL
BJ17MWAV,DNMIGT,0,ELEC,2
BJ17MWAV,DNITCO,0,ELEC,3
BJ17MWAV,DNMHEO,0,ELEC,4
BJ17MWAV,DNPUEO,0,ELEC,5
BJ17MWAV,DNJNPL,0,ELEC,1
BJ17MGEM,PGHFIE,NULL,CORE,NULL
BJ17MGEM,PGDWUN,NULL,CORE,NULL
BJ17MGEM,PGCYVE,NULL,CORE,NULL
BJ17MGEM,PGJSNK,NULL,CORE,NULL
BJ17MGEM,PGKQIO,NULL,CORE,NULL
BJ17MGEM,DNMIGT,0,ELEC,5
BJ17MGEM,DNDIKQ,0,ELEC,4
BJ17MGEM,DNITCO,0,ELEC,1
BJ17MGEM,DNMHEO,0,ELEC,2
BJ17MGEM,DNPUEO,0,ELEC,3
BJ17MGEM,DNRPKM,0,ELEC,7
BJ17MGEM,DNKCVN,0,ELEC,6
BJ17SAXY,PGHFIE,NULL,CORE,NULL
BJ17SAXY,PGDWUN,NULL,CORE,NULL
BJ17SAXY,PGCYVE,NULL,CORE,NULL
BJ17SAXY,PGJSNK,NULL,CORE,NULL
BJ17SAXY,PGKQIO,NULL,CORE,NULL
BJ17SAXY,DNITCO,0,ELEC,2
BJ17SAXY,DNMHEO,0,ELEC,1
BJ17SAXY,DNPUEO,0,ELEC,3
BJ17SAXY,DNUBYC,0,ELEC,4
BJ17KBWC,PGHFIE,NULL,CORE,NULL
BJ17KBWC,PGDWUN,NULL,CORE,NULL
BJ17KBWC,PGCYVE,NULL,CORE,NULL
BJ17KBWC,PGJSNK,NULL,CORE,NULL
BJ17KBWC,PGKQIO,NULL,CORE,NULL
BJ17KBWC,DNMIGT,0,ELEC,5
BJ17KBWC,DNDIKQ,0,ELEC,4
BJ17KBWC,DNITCO,0,ELEC,3
BJ17KBWC,DNMHEO,0,ELEC,2
BJ17KBWC,DNPUEO,0,ELEC,1
BJ17KBWC,DNKCVN,0,ELEC,6
BJ17DDHG,PGHFIE,NULL,CORE,NULL
BJ17DDHG,PGDWUN,NULL,CORE,NULL
BJ17DDHG,PGCYVE,NULL,CORE,NULL
BJ17DDHG,PGJSNK,NULL,CORE,NULL
BJ17DDHG,PGKQIO,NULL,CORE,NULL
BJ17DDHG,DNMIGT,0,ELEC,6
BJ17DDHG,DNDIKQ,0,ELEC,4
BJ17DDHG,DNITCO,0,ELEC,2
BJ17DDHG,DNMHEO,0,ELEC,1
BJ17DDHG,DNPUEO,0,ELEC,3
BJ17DDHG,DNJNPL,0,ELEC,5
BJ17DDHG,DNKCVN,0,ELEC,7
BJ17WQPQ,PGHFIE,NULL,CORE,NULL
BJ17WQPQ,PGDWUN,NULL,CORE,NULL
BJ17WQPQ,PGCYVE,NULL,CORE,NULL
BJ17WQPQ,PGJSNK,NULL,CORE,NULL
BJ17WQPQ,PGKQIO,NULL,CORE,NULL
BJ17WQPQ,DNITCO,0,ELEC,2
BJ17WQPQ,DNMHEO,0,ELEC,3
BJ17WQPQ,DNPUEO,0,ELEC,4
BJ17WQPQ,DNUBYC,0,ELEC,1
BJ17NBRR,PGHFIE,NULL,CORE,NULL
BJ17NBRR,PGDWUN,NULL,CORE,NULL
BJ17NBRR,PGCYVE,NULL,CORE,NULL
BJ17NBRR,PGJSNK,NULL,CORE,NULL
BJ17NBRR,PGKQIO,NULL,CORE,NULL
BJ17NBRR,DNMIGT,0,ELEC,5
BJ17NBRR,DNDIKQ,0,ELEC,4
BJ17NBRR,DNITCO,0,ELEC,2
BJ17NBRR,DNMHEO,0,ELEC,3
BJ17NBRR,DNPUEO,0,ELEC,1
BJ17NBRR,DNOENI,10,ELEC,50
BJ17RVOH,PGHFIE,NULL,CORE,NULL
BJ17RVOH,PGDWUN,NULL,CORE,NULL
BJ17RVOH,PGCYVE,NULL,CORE,NULL
BJ17RVOH,PGJSNK,NULL,CORE,NULL
BJ17RVOH,PGKQIO,NULL,CORE,NULL
BJ17RVOH,DNMIGT,0,ELEC,1
BJ17RVOH,DNITCO,0,ELEC,2
BJ17RVOH,DNKCVN,0,ELEC,3
BJ17QNKQ,PGHFIE,NULL,CORE,NULL
BJ17QNKQ,PGDWUN,NULL,CORE,NULL
BJ17QNKQ,PGCYVE,NULL,CORE,NULL
BJ17QNKQ,PGJSNK,NULL,CORE,NULL
BJ17QNKQ,PGKQIO,NULL,CORE,NULL
BJ17QNKQ,DNMIGT,0,ELEC,4
BJ17QNKQ,DNDIKQ,0,ELEC,5
BJ17QNKQ,DNITCO,0,ELEC,1
BJ17QNKQ,DNMHEO,0,ELEC,2
BJ17QNKQ,DNPUEO,0,ELEC,3
BJ17VTML,PGHFIE,NULL,CORE,NULL
BJ17VTML,PGDWUN,NULL,CORE,NULL
BJ17VTML,PGCYVE,NULL,CORE,NULL
BJ17VTML,PGJSNK,NULL,CORE,NULL
BJ17VTML,PGKQIO,NULL,CORE,NULL
BJ17VTML,DNMIGT,0,ELEC,4
BJ17VTML,DNDIKQ,0,ELEC,5
BJ17VTML,DNITCO,0,ELEC,1
BJ17VTML,DNMHEO,0,ELEC,2
BJ17VTML,DNPUEO,0,ELEC,3
LF15PVTT,LFGYHL,2,ELEC,2
LF15PVTT,LFDMJU,1,ELEC,1
LF15PVTT,LFBXBB,0,ELEC,14
LF15PVTT,QQELSA,3,ELEC,6
LF15PVTT,QQAJZJ,3,ELEC,3
LF15PVTT,QQIBYU,3,ELEC,4
LF15PVTT,QQDNHA,3,ELEC,5
LF15PVTT,DNNSOC,5,ELEC,11
LF15PVTT,DNWTSM,5,ELEC,13
LF15PVTT,DNNRZI,5,ELEC,9
LF15PVTT,DNTXOD,5,ELEC,10
LF15PVTT,DNOENI,5,ELEC,12
LF15PVTT,TJGDMF,4,ELEC,8
LF15PVTT,TJTDRY,4,ELEC,7
LF15JHHM,LFGYHL,2,ELEC,2
LF15JHHM,LFDMJU,1,ELEC,1
LF15JHHM,LFBXBB,0,ELEC,13
LF15JHHM,QQELSA,3,ELEC,6
